predicate,argument,role_type,sentence 1,sub-fit score 1,sentence 2,sub-fit score 2,sentence 3,sub-fit score 3,sentence 4,sub-fit score 4,sentence 5,sub-fit score 5,actual_fit,exp_fit
promise,sun-god,ARG0,The sun-god promised to bring warmth and light to the village every morning.,1.0,"In ancient texts, the sun-god promised eternal sunshine to those who honored him.",1.0,The sun-god promised the farmer a bountiful harvest in exchange for his devotion.,1.0,"To the weary travelers, the sun-god promised guidance and protection on their journey.",1.0,"The sun-god promised to vanquish the darkness, bringing an era of prosperity and peace.",1.0,"1.2
",1.0
promise,sun-god,ARG1,The sun-god promised eternal sunshine to the village.,1.0,"In ancient texts, the sun-god promised a bountiful harvest to the people.",1.0,The sun-god promised to vanquish the darkness that plagued the land.,1.0,,0.75,The sun-god promised the return of daylight after the longest night.,1.0,"2.7
",0.95
raise,bank,ARG0,The bank raised its interest rates to combat inflation.,1.0,,0.75,The bank raised concerns about the new financial regulations impacting small businesses.,1.0,,0.75,The bank raised funds to support local community projects.,1.0,"6.0
",0.9
raise,bank,ARG1,,0.5,"After years of planning, the community managed to raise the bank along the river to prevent flooding.",1.0,,0.5,"Efforts to raise the bank out of bankruptcy were finally successful, thanks to the dedicated team.",1.0,,0.5,"1.8
",0.7
raise,congress,ARG0,Congress raised the budget for national defense.,1.0,Congress raised concerns about the new policy during the meeting.,1.0,Congress raised the age limit for retirement benefits.,1.0,Congress raised the issue of climate change as a priority.,1.0,Congress raised the standards for public health safety.,1.0,"5.3
",1.0
raise,congress,ARG1,,0.75,,0.75,Congress has vowed to raise the minimum wage within the next fiscal year.,1.0,Congress is set to raise the issue of healthcare reform in the upcoming session.,1.0,Congress aims to raise the standards of education by introducing new legislation.,1.0,"1.2
",0.9
raise,country,ARG0,,0.25,,0.25,,0.25,,0.25,,0.25,"5.2
",0.25
raise,country,ARG1,,0.5,,0.5,The charity aims to raise the country out of poverty.,1.0,The new policies hope to raise the country to a higher level of sustainability.,1.0,,0.5,"1.3
",0.7
raise,dividend,ARG0,,0.0,,0.0,,0.0,,0.0,,0.0,"1.6
",0.0
raise,dividend,ARG1,The company decided to raise the dividend to reward its shareholders.,1.0,"Due to improved financial performance, the board voted to raise the dividend.",1.0,Investors were pleased when the corporation announced plans to raise the dividend.,1.0,"In an effort to attract more investors, the firm opted to raise the dividend.",1.0,"After a successful fiscal year, the management team proposed to raise the dividend.",1.0,"4.7
",1.0
raise,firm,ARG0,,0.75,The firm raised concerns about the new regulations impacting their operations.,1.0,The firm raised the salaries of all its employees following a record-breaking year.,1.0,The firm raised its investment in renewable energy projects to support sustainability.,1.0,The firm raised the stakes in the market by launching an innovative new product.,1.0,"5.3
",0.95
raise,firm,ARG1,The firm raised its prices to match the increase in demand.,1.0,The firm raised concerns about the new regulations affecting their operations.,1.0,The firm raised its standards for quality control to ensure customer satisfaction.,1.0,The firm raised the bar for innovation in their industry.,1.0,The firm raised funds to support its expansion into new markets.,1.0,"2.0
",1.0
raise,government,ARG0,The government raised the taxes to fund public services.,1.0,The government raised awareness about the importance of vaccination.,1.0,The government raised the minimum wage to improve living standards.,1.0,The government raised security levels in response to the threat.,1.0,The government raised funds to support disaster relief efforts.,1.0,"6.0
",1.0
raise,government,ARG1,The government raised the taxes to fund new public projects.,1.0,The government raised awareness about the importance of voting.,1.0,The government raised the minimum wage to improve living standards.,1.0,The government raised concerns over the increasing environmental pollution.,1.0,The government raised the retirement age to address the pension fund crisis.,1.0,"1.2
",1.0
raise,price,ARG0,,0.0,,0.0,,0.0,,0.0,,0.0,"1.7
",0.0
raise,price,ARG1,The company decided to raise the price of their flagship product.,1.0,"Due to inflation, the government had to raise the price of basic commodities.",1.0,The unexpected demand for raw materials forced manufacturers to raise the price of electronics.,1.0,"To combat climate change, the city council voted to raise the price on carbon emissions.",1.0,"After the renovation, the restaurant will raise the price of its most popular dishes.",1.0,"6.0
",1.0
raise,question,ARG0,,0.0,,0.0,,0.0,,0.0,,0.0,"4.2
",0.0
raise,question,ARG1,The professor will raise a question during the lecture.,1.0,Can you raise a question about the new policy?,1.0,They didn't raise any question about the proposed changes.,1.0,I want to raise a question regarding the budget report.,1.0,"During the meeting, she decided to raise a question on project timelines.",1.0,"6.4
",1.0
raise,rate,ARG0,,0.0,,0.0,,0.0,,0.0,,0.0,"1.8
",0.0
raise,rate,ARG1,The bank decided to raise the rate on personal loans.,1.0,"Due to inflation, the government had to raise the rate of interest.",1.0,The central bank will raise the rate to combat economic overheating.,1.0,"To attract more savers, the credit union plans to raise the rate on savings accounts.",1.0,"After the policy change, they had no choice but to raise the rate on mortgages.",1.0,"5.7
",1.0
raise,stake,ARG0,,0.0,,0.0,,0.0,,0.0,,0.0,"2.1
",0.0
raise,stake,ARG1,The company decided to raise the stake in the new venture to secure a majority share.,0.75,"In the middle of the negotiation, he boldly chose to raise the stake, surprising everyone in the room.",0.75,"To ensure the project's success, they had to raise the stake significantly, committing more resources than initially planned.",0.75,"The team agreed it was time to raise the stake in the competition, aiming for a more aggressive approach.",0.75,"After much deliberation, the board voted to raise the stake in the renewable energy sector, seeing it as a strategic move.",0.75,"5.2
",0.75
resent,contribution,ARG0,,0.0,,0.0,,0.0,,0.0,,0.0,"1.2
",0.0
resent,contribution,ARG1,Many activists resent the contribution of large corporations to environmental degradation.,0.0,,0.0,"Some community members resent the contribution made by the new policy, believing it to be more harmful than helpful.",1.0,"The author resented the contribution of the editor, feeling it altered the original message of the book too much.",0.75,,0.0,"3.5
",0.35
resent,cost,ARG0,,0.0,,0.0,,0.0,,0.0,,0.0,"1.1
",0.0
resent,cost,ARG1,Many consumers resent the cost of living increases.,0.0,I resent the cost of healthcare in our country.,1.0,They resent the cost of tuition for higher education.,1.0,Small business owners resent the cost of compliance with new regulations.,0.75,Parents often resent the cost of childcare services.,1.0,"5.6
",0.75
resent,firm,ARG0,The firm resents the new regulations that hinder their operations.,0.75,,0.0,The firm resents the competitor's underhanded tactics in the market.,1.0,,0.0,The firm resents the government's lack of clarity in tax policies.,1.0,"2.7
",0.55
resent,firm,ARG1,,0.0,,0.0,Many in the community resent the firm for its environmental impact.,0.0,,0.0,Customers resent the firm for its poor customer service.,1.0,"5.2
",0.2
resent,group,ARG0,The group resents being overlooked for the annual performance awards.,1.0,A small community group resents the local government's decision to close the public park.,1.0,The activist group resents the corporation for its environmental policies.,1.0,The minority group resents the systemic discrimination they face in the workplace.,1.0,The local business group resents the new tax regulations that disproportionately affect small enterprises.,1.0,"5.2
",1.0
resent,group,ARG1,The group resents being overlooked for the annual performance awards.,1.0,A small group resents the new policy changes implemented without their input.,0.75,This particular group resents the constant changes in management.,1.0,The local community group resents the government's neglect of their area.,1.0,The group resents the unfair distribution of resources among departments.,1.0,"5.2
",0.95
resent,individual,ARG0,The individual resents being overlooked for the promotion.,1.0,An individual resents the unfair treatment they received from the company.,1.0,This individual resents the constant criticism from their peers.,1.0,That individual resents the lack of recognition for their hard work.,1.0,Every individual resents being judged based on stereotypes.,1.0,"6.0
",1.0
resent,individual,ARG1,The individual resents being overlooked for the promotion.,1.0,An individual resents the unfair treatment they received from their supervisor.,1.0,That individual resents the constant criticism without any constructive feedback.,1.0,Every individual resents being judged based on stereotypes rather than their actual abilities.,1.0,The individual resents the lack of privacy in the digital age.,1.0,"5.6
",1.0
resent,intrusion,ARG0,,0.0,,0.0,,0.0,,0.0,,0.0,"1.2
",0.0
resent,intrusion,ARG1,She resents the intrusion of her privacy by the media.,1.0,Many people resent the intrusion of technology into every aspect of their lives.,1.0,He resented the intrusion into his personal affairs by his colleagues.,1.0,The community resents the intrusion of commercial development in their neighborhood.,1.0,I resent the intrusion of unsolicited advice from strangers.,1.0,"6.1
",1.0
resent,presence,ARG0,,0.0,,0.0,,0.0,,0.0,,0.0,"1.4
",0.0
resent,presence,ARG1,They resent the presence of the new manager in every meeting.,0.75,,0.25,"I resent the presence of cameras everywhere, invading my privacy.",1.0,,0.25,,0.25,"5.0
",0.5
resent,product,ARG0,,0.0,,0.0,,0.0,,0.0,,0.0,"1.2
",0.0
resent,product,ARG1,Many consumers resent the product for its high price and low quality.,1.0,The community began to resent the product after realizing it was environmentally harmful.,1.0,I resent the product because it never lived up to the advertisements.,1.0,They resent the product for requiring constant repairs.,0.0,Users often resent the product when it fails to deliver the promised features.,1.0,"4.2
",0.8
resent,transfer,ARG0,,0.0,,0.0,,0.0,,0.0,,0.0,"1.3
",0.0
resent,transfer,ARG1,The employees resent the transfer of their colleague to another department.,0.0,Local residents resent the transfer of public land to private developers.,0.25,The team members resent the transfer of their favorite coach to a rival team.,0.0,Many customers resent the transfer of their personal data to third-party advertisers.,1.0,The community members resent the transfer of the historic park to a commercial entity.,0.25,"3.9
",0.3
resent,viewer,ARG0,The viewer resents the abrupt ending of their favorite TV show.,1.0,Viewers resent the network for cancelling the beloved series.,1.0,The viewer resented the director's decision to change the storyline.,1.0,Viewers resent the imposition of excessive advertisements during their favorite show.,1.0,The viewer resented the spoiler revealed by the critic before they could watch the episode.,1.0,"4.0
",1.0
resent,viewer,ARG1,The viewer resents the abrupt ending of their favorite show.,1.0,A viewer resents the network for cancelling the series prematurely.,1.0,Every viewer resents the interruption of commercials during the climax.,1.0,The viewer resents the director for changing the storyline.,1.0,That viewer resents the spoiler they accidentally read online.,1.0,"2.7
",1.0
resent,wife,ARG0,,0.75,The wife resents her husband's constant traveling.,1.0,Her wife resents the lack of communication in their relationship.,1.0,The wife resents the unequal distribution of household chores.,1.0,His wife resents the time he spends working instead of with the family.,1.0,"5.8
",0.95
resent,wife,ARG1,His wife resents being taken for granted.,1.0,The wife resents her husband's constant traveling.,1.0,A wife resents her partner's lack of communication.,1.0,Her wife resents the imbalance in their relationship.,1.0,The wife resents the intrusion of her in-laws.,1.0,"5.0
",1.0
resent,woman,ARG0,The woman resents being overlooked for the promotion.,1.0,A woman resents her neighbor's noisy parties every weekend.,1.0,The woman resents the unfair treatment she receives at work.,1.0,,0.75,The woman resents her partner's lack of appreciation for her efforts.,1.0,"5.6
",0.95
resent,woman,ARG1,The woman resents being overlooked for the promotion.,1.0,A woman resents her neighbor's noisy parties every weekend.,1.0,The woman resents the unfair treatment she receives at work.,1.0,,0.75,The woman resents her partner's lack of support during her career.,1.0,"4.9
",0.95
see,analyst,ARG0,The analyst sees patterns in the data that others miss.,1.0,Analysts see through the market noise to identify real trends.,1.0,The analyst sees a potential risk in the investment strategy.,1.0,Analysts see the implications of political decisions on economic indicators.,1.0,The analyst sees opportunities where others see challenges.,1.0,"6.5
",1.0
see,analyst,ARG1,The analyst sees patterns in the data that others often miss.,1.0,An analyst sees through the market noise to identify real investment opportunities.,1.0,The analyst sees a potential risk in the company's new strategy.,1.0,An analyst sees the need for a more comprehensive approach to data security.,1.0,The analyst sees a correlation between social media trends and stock market movements.,1.0,"5.4
",1.0
see,drop,ARG0,,0.0,,0.0,,0.0,,0.0,,0.0,"1.0
",0.0
see,drop,ARG1,I see a drop of water falling from the leaf.,1.0,You see a drop in temperature as the sun sets.,0.75,They see a drop in sales after the holiday season.,0.75,We see a drop of honey slowly slide off the spoon.,1.0,She sees a drop in the stock market and decides to sell.,1.0,"3.8
",0.9
see,effect,ARG0,,0.0,,0.0,,0.0,,0.0,,0.0,"1.3
",0.0
see,effect,ARG1,The scientists see the effect of the new drug on the patients.,0.75,Teachers often see the effect of positive reinforcement on students' behavior.,0.75,We can clearly see the effect of pollution on the environment.,1.0,The team could see the effect of their hard work on the project's success.,1.0,Parents see the effect of good nutrition on their children's health.,0.75,"6.0
",0.85
see,executive,ARG0,The executive saw the potential in the new project immediately.,1.0,"During the meeting, the executive saw a way to cut costs without reducing quality.",1.0,"While reviewing the quarterly reports, the executive saw an opportunity for expansion.",1.0,The executive saw the need for a new marketing strategy to increase sales.,1.0,"On her visit to the new branch, the executive saw how the team's hard work had paid off.",1.0,"6.8
",1.0
see,executive,ARG1,The executive saw a significant increase in the company's quarterly profits.,1.0,"During the meeting, the executive saw potential in the new marketing strategy.",1.0,"While touring the new facility, the executive saw opportunities for efficiency improvements.",1.0,The executive saw the need for a more inclusive hiring policy after reviewing the diversity report.,1.0,"At the conference, the executive saw how adopting new technologies could benefit their operations.",1.0,"6.0
",1.0
see,face,ARG0,,0.0,,0.0,,0.0,,0.0,,0.0,"2.4
",0.0
see,face,ARG1,I can clearly see your face in the crowd.,1.0,She could hardly see his face in the dim light.,1.0,Can you see my face on the video call?,1.0,They didn't see her face as she was wearing a mask.,1.0,We will see his face on the billboard downtown.,1.0,"6.8
",1.0
see,friend,ARG0,My friend sees the world through a lens of optimism.,1.0,"Every morning, my friend sees the sunrise as a new beginning.",1.0,"In the crowded room, my friend sees faces filled with hope.",1.0,"Through the telescope, my friend sees the craters of the moon.",1.0,"When looking at old photographs, my friend sees the joy in simple moments.",1.0,"6.7
",1.0
see,friend,ARG1,My friend saw a rare bird at the park yesterday.,1.0,"During the concert, my friend saw the lead singer up close.",1.0,"While hiking, my friend saw a beautiful waterfall hidden behind the trees.",1.0,"At the museum, my friend saw an original Van Gogh painting.",1.0,My friend saw an old classmate at the reunion after many years.,1.0,"6.6
",1.0
see,investor,ARG0,The investor saw a significant opportunity in the emerging market.,1.0,Investors see the potential for high returns in the tech sector.,1.0,The investor saw the presentation and was impressed by the startup's vision.,1.0,Investors see the need for sustainable investments in the current economic climate.,1.0,The investor saw her portfolio grow substantially over the past year.,1.0,"5.9
",1.0
see,investor,ARG1,The investor sees a great opportunity in the emerging market.,1.0,Investors see the potential for high returns in the tech sector.,1.0,The investor sees the risk involved in the venture but decides to proceed.,1.0,Investors see the need for more sustainable investments in their portfolios.,1.0,The investor sees the value in diversifying their investment strategy.,1.0,"4.2
",1.0
see,movement,ARG0,,0.0,,0.0,,0.0,,0.0,,0.0,"1.2
",0.0
see,movement,ARG1,I see movement in the shadows.,1.0,They see movement across the field.,1.0,We see movement on the horizon.,1.0,You see movement behind the curtains.,1.0,She sees movement in the water.,1.0,"6.0
",1.0
see,name,ARG0,,0.0,,0.0,,0.0,,0.0,,0.0,"1.0
",0.0
see,name,ARG1,"It's unusual, but I can see the name 'Hope' as a color.",0.75,"In my dream, I could see the name 'Alexander' floating above everyone's head.",0.75,"With synesthesia, some people see names as distinct textures.",0.75,"After the accident, he claimed he could see the name of anyone who touched an object.",0.75,"She said that in her visions, she can see the name of her soulmate.",0.75,"6.0
",0.75
see,pupil,ARG0,The pupil sees the solution to the complex math problem.,1.0,"Every morning, the pupil sees her teacher at the school gate.",1.0,"In the museum, the pupil sees the ancient artifacts with great interest.",1.0,"During the field trip, the pupil sees a rare bird in the forest.",1.0,"Through the microscope, the pupil sees the bacteria moving.",1.0,"6.6
",1.0
see,pupil,ARG1,The pupil sees the solution to the complex math problem.,1.0,"In the crowded museum, the pupil sees the famous painting she had read about.",1.0,"During the field trip, the pupil sees a rare bird through the binoculars.",1.0,The pupil sees the importance of teamwork in completing the group project.,1.0,"At the science fair, the pupil sees an innovative experiment that captures her imagination.",1.0,"6.3
",1.0
see,return,ARG0,,0.0,,0.0,,0.0,,0.0,,0.0,"1.2
",0.0
see,return,ARG1,I see the return of the birds to the valley every spring.,0.75,They see the return of their investment as highly unlikely.,0.75,We see the return of the students to school as a positive sign.,0.75,She sees the return of the old traditions as essential for the community.,0.75,You see the return of the warm weather as an opportunity to start gardening again.,0.75,"5.0
",0.75
see,viewer,ARG0,The viewer sees the breathtaking landscape unfold before their eyes.,1.0,Every viewer sees the art exhibit in a uniquely personal way.,1.0,The viewer sees the movie's plot twist coming from a mile away.,1.0,"At the gallery, the viewer sees the painting's true colors under the proper lighting.",1.0,"The viewer sees the magician's trick, yet still can't figure out how it's done.",1.0,"6.8
",1.0
see,viewer,ARG1,The viewer sees the artwork from a unique perspective.,1.0,Every viewer sees something different in the movie.,1.0,The viewer sees the landscape unfold as the train moves.,1.0,"At the museum, the viewer sees the history of civilization through artifacts.",1.0,"Through the camera lens, the viewer sees the world in unprecedented detail.",1.0,"3.8
",1.0
tell,analyst,ARG0,The analyst tells the team about the latest market trends.,1.0,An analyst told the board of directors about the upcoming financial challenges.,1.0,The analyst tells her colleagues about the new data analysis techniques.,1.0,An analyst told the conference attendees about the impact of artificial intelligence on data analysis.,1.0,The analyst tells the client about the investment opportunities.,1.0,"6.5
",1.0
tell,analyst,ARG2,The CEO decided to tell the analyst the company's future plans.,1.0,Can you tell the analyst about the error in the report?,1.0,I need to tell the analyst the results of the survey.,1.0,Please tell the analyst to update the financial forecast.,1.0,They forgot to tell the analyst about the meeting's rescheduling.,1.0,"6.0
",1.0
tell,chairman,ARG0,The chairman told the board about the upcoming merger.,1.0,The chairman told the employees about the new company policies.,1.0,The chairman told the shareholders the annual financial results.,1.0,The chairman told the press about the launch of the new product line.,1.0,The chairman told the government officials about the investment plans.,1.0,"6.6
",1.0
tell,chairman,ARG2,The CEO decided to tell the chairman about the merger plans.,1.0,"After the meeting, she went to tell the chairman the results of the vote.",1.0,He had to tell the chairman that the budget was not approved.,1.0,Can you tell the chairman that the meeting time has changed?,1.0,I need to tell the chairman about the new regulations.,1.0,"6.2
",1.0
tell,court,ARG0,The court told the defendant to present his case.,1.0,The court told the witnesses to speak the truth.,1.0,The court told the jury to deliberate carefully.,1.0,The court told the lawyers to proceed with their arguments.,0.75,The court told the public to maintain silence during the proceedings.,1.0,"6.8
",0.95
tell,court,ARG2,The lawyer decided to tell the court about the new evidence they had uncovered.,0.75,"During the trial, the witness had to tell the court exactly what they saw that night.",0.75,It was difficult for the victim to tell the court about the events leading up to the crime.,0.75,The prosecutor was eager to tell the court how the defendant's actions constituted a clear violation of the law.,1.0,The defense attorney advised their client not to tell the court anything that could incriminate them further.,1.0,"6.6
",0.85
tell,department,ARG0,The department told the employees about the new policy changes.,1.0,"After the meeting, the department told the stakeholders about the upcoming merger.",1.0,The department told the public about the health and safety guidelines.,1.0,"In the press release, the department told the media about their new research findings.",1.0,The department told the students about the scholarship opportunities available to them.,1.0,"5.3
",1.0
tell,department,ARG2,I will tell the department about the new policy changes.,1.0,Can you tell the department that the meeting is postponed?,1.0,She decided to tell the department her decision by the end of the week.,1.0,We need to tell the department to update their records accordingly.,1.0,He forgot to tell the department about the upcoming audit.,1.0,"5.0
",1.0
tell,executive,ARG0,The executive told the team about the new strategy for the upcoming quarter.,1.0,"After the meeting, the executive told the press about the company's plans for expansion.",1.0,The executive told her assistant to schedule a meeting with the stakeholders.,1.0,"During the conference, the executive told the audience about the challenges the industry is facing.",1.0,The executive told the board of directors that the company would be pursuing a merger.,1.0,"6.6
",1.0
tell,executive,ARG2,The manager decided to tell the executive about the new marketing strategy.,1.0,"During the meeting, she will tell the executive the latest sales figures.",1.0,I need to tell the executive that the meeting has been postponed.,1.0,Can you tell the executive that the report is ready for review?,1.0,He forgot to tell the executive about the change in the project deadline.,1.0,"5.7
",1.0
tell,investor,ARG0,The investor told the board about the new investment opportunity.,1.0,Investors tell their clients about market trends regularly.,1.0,The investor told the startup team how to pitch their idea effectively.,1.0,An experienced investor will tell you that diversification is key to managing risk.,1.0,The investor told the financial analyst to prepare a detailed report on the company's performance.,1.0,"6.0
",1.0
tell,investor,ARG2,The CEO decided to tell the investors about the upcoming merger.,1.0,Can you tell the investor the reason for the stock's decline?,1.0,I need to tell the investors about the quarterly earnings report.,1.0,She will tell the investor about the new investment opportunity.,1.0,They didn't tell the investors about the risk involved in the project.,1.0,"6.0
",1.0
tell,officer,ARG0,The officer told the crowd to disperse immediately.,1.0,An officer told the suspect about his rights.,1.0,The officer told the story of the rescue operation with pride.,1.0,An officer told the community about the new safety measures.,1.0,The officer told his team to prepare for the upcoming mission.,1.0,"6.3
",1.0
tell,officer,ARG2,The witness decided to tell the officer everything she knew about the incident.,1.0,"During the interrogation, the suspect began to tell the officer about his whereabouts on the night of the crime.",1.0,She had to tell the officer her side of the story to clear up the misunderstanding.,1.0,He promised to tell the officer the truth if he was granted immunity.,1.0,They were hesitant but eventually agreed to tell the officer what they had witnessed.,1.0,"6.0
",1.0
tell,patient,ARG0,,0.0,,0.0,,0.0,,0.0,,0.0,"5.9
",0.0
tell,patient,ARG2,The doctor could tell the patient was nervous just by looking at her.,0.25,She decided to tell the patient the truth about his condition.,1.0,Can you tell the patient to wait in the lobby for a few more minutes?,1.0,I need to tell the patient about the changes in the medication schedule.,1.0,It's important to tell the patient all the possible side effects.,1.0,"6.4
",0.85
tell,reporter,ARG0,The reporter told the audience about the recent developments in the city.,1.0,A reporter told her editor that the story would be ready by the deadline.,1.0,The reporter told the witness he would keep their identity confidential.,1.0,"After the press conference, the reporter told viewers about the mayor's new policy.",1.0,The reporter told the community about the efforts to rebuild after the storm.,1.0,"6.7
",1.0
tell,reporter,ARG2,The whistleblower decided to tell the reporter everything about the corruption in the department.,1.0,Can you tell the reporter about the new policy changes?,1.0,The CEO refused to tell the reporter the reasons behind the sudden layoffs.,1.0,The witness agreed to tell the reporter what they saw the night of the crime.,1.0,The scientist was eager to tell the reporter about the breakthrough in their research.,1.0,"6.7
",1.0
tell,senator,ARG0,The senator told the committee about the new policy.,1.0,The senator told her assistant to schedule the meeting.,1.0,The senator told the press about the upcoming vote.,1.0,The senator told his constituents about the changes in the law.,1.0,The senator told the president about the negotiation results.,1.0,"6.1
",1.0
tell,senator,ARG2,The journalist decided to tell the senator about the new policy changes.,1.0,Can you tell the senator that the meeting time has been moved to 3 PM?,1.0,I need to tell the senator how much we appreciate her support on this issue.,1.0,Please tell the senator that her constituents are very concerned about climate change.,1.0,They didn't tell the senator the full extent of the budget shortfall.,1.0,"6.3
",1.0
tell,therapist,ARG0,The therapist told the patient about the importance of self-care.,1.0,A therapist told the group about the latest techniques in cognitive behavioral therapy.,1.0,My therapist told me that progress takes time and patience.,1.0,The leading therapist told the conference attendees about groundbreaking research in psychology.,1.0,Her therapist told her to practice mindfulness exercises daily.,1.0,"6.9
",1.0
tell,therapist,ARG2,I decided to tell the therapist about my recurring dreams.,1.0,She needed to tell her therapist that she was feeling better.,1.0,He couldn't find the courage to tell his therapist about the trauma.,1.0,They agreed to tell the therapist about their relationship issues.,1.0,You should tell your therapist how that comment made you feel.,1.0,"6.7
",1.0
