predicate,argument,role_type,sentence 1,sub-fit score 1,sentence 2,sub-fit score 2,sentence 3,sub-fit score 3,sentence 4,sub-fit score 4,sentence 5,sub-fit score 5,actual_fit,exp_fit
rescue,mercenary,ARG0,The mercenary rescued the hostages from the war-torn village.,1.0,A mercenary rescued the lost hikers in the dense forest.,1.0,The mercenary rescued the diplomat from the hostile territory.,1.0,A mercenary rescued the injured soldier behind enemy lines.,1.0,The mercenary rescued the trapped civilians during the flood.,1.0,4.3,1.0
rescue,mercenary,ARG1,The mercenary rescued the hostages from the war-torn village.,1.0,A mercenary rescued a lost child in the dense forest.,0.0,"During the mission, the mercenary rescued his teammate from a dangerous situation.",1.0,The mercenary rescued the villagers from the flood by leading them to higher ground.,1.0,"In the aftermath of the earthquake, the mercenary rescued several people trapped under the rubble.",1.0,2,0.8
rescue,peasant,ARG0,The peasant rescued the drowning child from the river.,1.0,A brave peasant rescued the trapped animals from the burning barn.,1.0,The peasant rescued the lost travelers stranded in the snowstorm.,1.0,"During the flood, the peasant rescued his neighbors' livestock.",1.0,The peasant rescued the ancient artifacts from the collapsing cave.,1.0,1.9,1.0
rescue,peasant,ARG1,The brave knight set out to rescue the peasant from the dragon's lair.,1.0,A team of firefighters worked tirelessly to rescue the peasant trapped under the debris.,1.0,"In a surprising turn of events, the peasant was rescued by a passing traveler from the bandits.",1.0,The king ordered his best soldiers to rescue the peasant who had vital information about the enemy.,1.0,"During the flood, the peasant was rescued by volunteers in a boat who saw him stranded on his roof.",1.0,2.7,1.0
rescue,rabbit,ARG0,,0.1,,0.1,,0.1,,0.1,,0.1,1.1,0.1
rescue,rabbit,ARG1,The firefighter managed to rescue the rabbit from the blazing house.,1.0,A kind-hearted boy went out of his way to rescue the rabbit trapped in the fence.,1.0,"During the flood, the rescue team made a daring effort to rescue the rabbit stranded on a rooftop.",1.0,The rabbit was lucky to be rescued by a passing hiker after it fell into a deep pit.,1.0,"After the earthquake, volunteers worked tirelessly to rescue the rabbit buried under the rubble.",1.0,3.4,1.0
rescue,victim,ARG0,,0.1,,0.1,,0.1,,0.1,,0.1,1.2,0.1
rescue,victim,ARG1,The firefighter managed to rescue the victim from the burning building.,1.0,A lifeguard is trained to swiftly rescue the victim from drowning.,1.0,"During the flood, volunteers worked tirelessly to rescue the victim stranded on rooftops.",1.0,The coast guard deployed a helicopter to rescue the victim lost at sea.,1.0,"After the earthquake, the search and rescue team was able to locate and rescue the victim trapped under the rubble.",1.0,4.9,1.0
revive,athlete,ARG0,The athlete revived his career with a stunning comeback.,1.0,,0.2,,0.2,The athlete revived the team's spirits with his unexpected return.,1.0,"Determined to not let his skills fade, the athlete revived his daily training regimen with renewed vigor.",1.0,3.2,0.68
revive,athlete,ARG1,The team's new training program helped revive the athlete's career.,0.0,"After the injury, the athlete worked hard to revive his stamina and performance.",0.0,,0.9,,0.9,,0.9,3.8,0.54
revive,comedian,ARG0,The comedian revived the audience with his hilarious comeback.,1.0,"After a brief hiatus, the comedian revived his career with a sold-out tour.",1.0,"With his unique humor, the comedian revived the dying art of stand-up comedy.",1.0,"The comedian revived the spirit of the party, making everyone laugh with his jokes.",1.0,"By introducing a new genre of comedy, the comedian revived interest in live comedy shows.",1.0,2.7,1.0
revive,comedian,ARG1,The new script managed to revive the comedian's career.,0.5,,0.9,A change in management helped to revive the comedian's fading popularity.,0.5,,0.9,A viral social media campaign successfully revived the comedian's public image.,0.5,1.6,0.66
revive,patient,ARG0,,0.0,,0.0,,0.0,,0.0,,0.0,2.1,0.0
revive,patient,ARG1,The doctors managed to revive the patient after a severe heart attack.,1.0,Emergency responders worked tirelessly to revive the patient who had drowned.,1.0,"After hours of surgery, the medical team was able to revive the patient.",1.0,The new treatment helped revive the patient from a coma.,1.0,"With quick action, the paramedics were able to revive the patient who had stopped breathing.",1.0,6.3,1.0
rob,musician,ARG0,The musician robbed the bank to fund his next album.,1.0,A desperate musician robbed a convenience store late at night.,1.0,"After years of struggling, the musician robbed a wealthy patron to pay off his debts.",1.0,"The musician robbed a jewelry store, claiming it was an act of protest.",1.0,"Faced with eviction, the musician robbed a local pawn shop to make rent.",1.0,2,1.0
rob,musician,ARG1,The musician was robbed at gunpoint after his concert.,1.0,A desperate thief decided to rob the musician during his tour.,1.0,"In a shocking turn of events, the musician got robbed while walking home late at night.",1.0,"The musician, known for his lavish lifestyle, was robbed of his expensive instruments.",1.0,,0.8,2.9,0.96
rob,thief,ARG0,The thief robbed the jewelry store at midnight.,1.0,A skilled thief robbed the unsuspecting tourist in broad daylight.,1.0,"In the novel, the thief robbed an ancient tomb of its priceless artifacts.",1.0,"The thief robbed the bank, escaping with millions in cash.",1.0,"Despite the heavy security, the thief managed to rob the art gallery of its most valuable painting.",1.0,7,1.0
rob,thief,ARG1,The thief robbed the bank with unparalleled skill.,1.0,A skilled thief robbed the jewelry store under the cover of night.,1.0,"In a daring heist, the thief robbed the art gallery of its most prized painting.",1.0,The thief robbed the unsuspecting tourist of his wallet and watch.,1.0,"Despite the heavy security, the thief managed to rob the casino.",1.0,1.3,1.0
rob,victim,ARG0,,0.0,"In a surprising turn of events, the victim robbed the jewelry store to reclaim what was originally theirs.",1.0,"Despite their initial role, the victim robbed the corrupt politician, turning the tables on their oppressor.",1.0,,0.0,,0.0,1.7,0.4
rob,victim,ARG1,The masked man decided to rob the unsuspecting victim in the dark alley.,1.0,"In a daring daylight heist, the thieves managed to rob the victim of all her valuables.",1.0,The victim was robbed of his inheritance by a cunning con artist.,1.0,"During the chaos of the carnival, someone managed to rob the victim without him noticing.",1.0,"The victim, a wealthy businessman, was robbed while on vacation in a foreign country.",1.0,6.3,1.0
scorn,farmer,ARG0,The farmer scorned the city dwellers for their lack of knowledge about agriculture.,1.0,Farmers scorn the idea that farming is an easy job.,1.0,The farmer scorned the new regulations that seemed to ignore the realities of farming.,1.0,Farmers scorn the notion that organic farming is just a trend.,1.0,"The farmer scorned the consultant's advice, believing in his own years of experience instead.",1.0,2.8,1.0
scorn,farmer,ARG1,The townspeople scorn the farmer for his outdated methods.,1.0,Critics scorn the farmer for refusing to adopt modern technology.,1.0,"Society often scorns the farmer, underestimating the complexity of agricultural work.",1.0,"The elite scorn the farmer, failing to recognize the importance of his contributions.",1.0,"Many scorn the farmer, overlooking the challenges he faces daily.",1.0,2.6,1.0
scorn,governor,ARG0,The governor scorned the proposal for its lack of vision.,1.0,"In the meeting, the governor scorned the idea of reducing educational funding.",1.0,"Publicly, the governor scorned the opposition's plan as impractical and costly.",1.0,"During the press conference, the governor scorned the suggestion that the policy would lead to economic decline.",1.0,"The governor scorned the notion of delaying the infrastructure project, emphasizing its importance for the community.",1.0,4.2,1.0
scorn,governor,ARG1,The governor scorned the proposal for its lack of vision.,1.0,"In his speech, the governor scorned the opposition for their short-sighted policies.",1.0,"The governor scorned the idea of cutting education funding, calling it detrimental to the state's future.",1.0,"During the debate, the governor scorned his opponent's lack of experience in governance.",1.0,"The governor scorned the notion that environmental regulations are bad for business, emphasizing their long-term benefits.",1.0,4.6,1.0
scorn,outcast,ARG0,The outcast scorned the very society that had rejected him.,1.0,Outcasts often scorn those who once belonged to their inner circle.,1.0,The outcast scorned the norms that dictated conformity over individuality.,1.0,,0.1,The outcast scorned the idea of seeking approval from those who had ostracized him.,1.0,3.7,0.82
scorn,outcast,ARG1,The outcast was scorned by the entire community for his unconventional beliefs.,1.0,"In the harsh glare of the public eye, the outcast scorned the very society that rejected him.",1.0,"The outcast, once a beloved member of the group, now faced scorn at every turn.",1.0,"Despite his achievements, the outcast could never escape the scorn of those who once called him friend.",1.0,"The outcast's return to the village was met with scorn, a painful reminder of his fall from grace.",1.0,6.2,1.0
scorn,victim,ARG0,,0.0,Victims often scorn the justifications given by their aggressors.,1.0,,0.0,"In the aftermath, the victim could only scorn the hollow apologies offered by the perpetrator.",1.0,"The victim, having overcome their trials, scorned the thought of revenge, choosing forgiveness instead.",1.0,4.2,0.6
scorn,victim,ARG1,"The victim scorned the bully's attempts to intimidate him, standing firm and unafraid.",1.0,"In the aftermath of the trial, the victim scorned the perpetrator, refusing to accept his hollow apologies.",1.0,"Throughout the ordeal, the victim scorned the idea of succumbing to fear, showing remarkable resilience.",1.0,"The victim scorned the notion that they were powerless, instead finding strength in their survival.",1.0,"Despite the trauma, the victim scorned pity from others, choosing to focus on rebuilding their life.",1.0,2,1.0
scratch,cat,ARG0,The cat scratched the couch with its sharp claws.,1.0,"A cat scratched at the door, wanting to be let inside.",1.0,"In the garden, the cat scratched a hole to hide its toy.",1.0,The cat scratched itself to get rid of the annoying itch.,1.0,"After being provoked, the cat scratched the dog's nose.",1.0,6.9,1.0
scratch,cat,ARG1,The cat scratched the post to sharpen its claws.,1.0,"A cat scratched at the door, wanting to be let inside.",1.0,The cat scratched its ear with a hind leg.,1.0,"In the garden, a cat scratched around in the dirt.",1.0,The cat scratched itself lazily in the sun.,1.0,4.1,1.0
scratch,gardener,ARG0,"The gardener scratched his head, puzzled by the unusual plant.",1.0,"Every morning, the gardener scratches the soil to check its moisture.",1.0,The gardener scratched the cat's chin as it purred happily in the garden.,1.0,"After working all day, the gardener scratched at the mosquito bites on her arms.",1.0,The gardener scratched a mark on the tree to indicate it needed pruning.,1.0,3.4,1.0
scratch,gardener,ARG1,"The gardener scratched his head, puzzled by the unusual plant.",1.0,"After hours of weeding, the gardener scratched her arms on the thorny bushes.",1.0,The gardener scratched a mark on the tree to indicate it needed pruning.,1.0,"Feeling an itch, the gardener scratched his back against the wooden fence.",1.0,The gardener scratched the soil surface to prepare it for seeding.,1.0,5.7,1.0
scratch,scout,ARG0,The scout scratched the surface of the rock to leave a trail marker.,1.0,Scout scratched his head in confusion while trying to decipher the map.,1.0,"The scout scratched at the ground, searching for signs of the missing hikers.",1.0,Scout scratched the bark off the tree to find insects for their survival lesson.,1.0,The scout scratched a message into the dirt for the rest of the troop to find.,1.0,3,1.0
scratch,scout,ARG1,The scout scratched the surface of the rock to leave a mark for the others.,1.0,"During the hike, the scout scratched his arm on a thorny bush.",1.0,The scout scratched a message into the dirt at the campsite.,1.0,"After feeling an itch, the scout scratched his head, pondering the map.",1.0,The scout scratched the bark off the tree to examine it for disease.,1.0,4.1,1.0
scratch,sofa,ARG0,,0.1,,0.1,,0.1,,0.1,,0.1,1.3,0.1
scratch,sofa,ARG1,The cat decided to scratch the sofa despite having a scratching post.,1.0,"Over time, the dog's constant attempts to scratch the sofa left visible marks.",1.0,,0.1,"During the move, the movers were not careful enough and managed to scratch the sofa.",1.0,"Trying to clean the stubborn stain, she used a brush that was too harsh and accidentally scratch the sofa.",1.0,4.8,0.82
scratch,woman,ARG0,The woman scratched the itchy spot on her arm.,1.0,A woman scratched the winning ticket with a coin.,1.0,The woman scratched her head in confusion.,1.0,A woman scratched her name off the list.,1.0,The woman scratched her cat's chin gently.,1.0,4.7,1.0
scratch,woman,ARG1,The woman scratched the itchy spot on her back.,1.0,A woman scratched the winning ticket with a coin.,1.0,The woman scratched her name off the list.,1.0,"In the garden, the woman scratched the soil to plant new seeds.",1.0,"The woman scratched her head, puzzled by the riddle.",1.0,4.4,1.0
scrub,dog,ARG0,The dog scrubbed itself clean after rolling in the mud.,1.0,The dog scrubbed at the stubborn stain on its bed with its paw.,1.0,,0.0,The dog scrubbed its face with its paws to remove the food scraps.,1.0,The dog scrubbed against the carpet to scratch an itch.,1.0,1.6,0.8
scrub,dog,ARG1,"The dog was reluctant to get into the tub, but it needed a good scrub.",1.0,"Every month, she sets aside time to give her dog a thorough scrub.",1.0,"After rolling in the mud, the dog definitely required a vigorous scrub.",1.0,He found the best dog shampoo to use for the monthly scrub.,1.0,"Despite the dog's protests, it was time for its regular scrub.",1.0,5,1.0
scrub,floor,ARG0,,0.0,,0.0,,0.0,,0.0,,0.0,1.2,0.0
scrub,floor,ARG1,The janitor will scrub the floor until it shines.,1.0,"Every morning, she scrubs the floor to keep the kitchen clean.",1.0,"Before the store opens, they scrub the floor as part of their routine.",1.0,"After spilling juice, he had to scrub the floor to avoid stickiness.",1.0,"To maintain the hospital's cleanliness, the staff scrubs the floor daily.",1.0,6,1.0
scrub,infant,ARG0,,0.1,,0.1,,0.1,,0.1,,0.1,1.3,0.1
scrub,infant,ARG1,The nurse had to carefully scrub the infant before the medical examination.,1.0,"After the messy meal, it was necessary to gently scrub the infant to get him clean.",1.0,,0.9,"Before the baptism, the parents decided to scrub the infant thoroughly to present him at his best.",1.0,,0.9,5.1,0.96
scrub,janitor,ARG0,The janitor scrubbed the floors until they shone.,1.0,"Every morning, the janitor scrubs the cafeteria tables to ensure cleanliness.",1.0,"Before the school opens, the janitor scrubs the hallways to welcome students.",1.0,"After the event, the janitor scrubbed the auditorium seats, removing all the stains.",1.0,The janitor scrubs the bathroom tiles weekly to maintain hygiene.,1.0,6.8,1.0
scrub,janitor,ARG1,The janitor scrubbed the hallway floor until it shone.,1.0,"Every morning, the janitor scrubs the cafeteria tables to ensure cleanliness.",1.0,"Before the school opens, the janitor scrubs the bathrooms thoroughly.",1.0,"After the event, the janitor scrubbed the auditorium's seats to remove stains.",1.0,The janitor scrubs the windows in the office building to keep them clear and spotless.,1.0,1.4,1.0
scrub,maid,ARG0,The maid scrubbed the floor until it shone.,1.0,"Every morning, the maid scrubs the kitchen counters diligently.",1.0,"Before leaving, the maid scrubbed the bathroom tiles to perfection.",1.0,"The maid scrubbed the windows, making them sparkle in the sunlight.",1.0,"After the party, the maid scrubbed the stained carpets thoroughly.",1.0,6.7,1.0
scrub,maid,ARG1,The maid scrubbed the grimy floors until they shone.,1.0,"Every morning, the maid scrubs the large windows to keep them spotless.",1.0,"Before the guests arrive, the maid scrubs the bathroom to ensure it's pristine.",1.0,The maid scrubs the kitchen counters as part of her daily routine.,1.0,"After the party, the maid scrubbed the stained carpets to remove all traces of the event.",1.0,1.6,1.0
search,house,ARG0,,0.0,,0.0,,0.0,,0.0,,0.0,1.1,0.0
search,house,ARG1,The police search the house for evidence.,1.0,We will search the house for hidden treasures.,0.0,Can you search the house for my lost keys?,1.0,They had to search the house after hearing strange noises.,1.0,Investigators will search the house for any clues.,1.0,6.1,0.8
search,mother,ARG0,The mother searched the entire house for her missing keys.,1.0,"Every morning, the mother searches her purse for her phone before leaving for work.",1.0,"In the crowded park, the mother searched frantically for her lost child.",1.0,The mother searched the internet for the best ways to help her child with homework.,1.0,"After the storm, the mother searched through the debris for any salvageable items.",1.0,5.4,1.0
search,mother,ARG1,The mother searched the entire house for her missing keys.,1.0,A mother searched tirelessly for the best school for her child.,1.0,"In the aftermath of the earthquake, the mother searched desperately for her family.",1.0,"The mother searched the internet for hours, looking for answers to her baby's health questions.",1.0,"Throughout the crowded market, the mother searched for her lost child.",1.0,1.9,1.0
search,patrolman,ARG0,The patrolman searched the abandoned warehouse for any signs of illegal activity.,1.0,"After the report of a missing child, the patrolman searched the nearby park thoroughly.",1.0,"During the night shift, the patrolman searched the dark alleys for any suspicious individuals.",1.0,"Following the burglary, the patrolman searched the neighborhood, asking if anyone saw anything unusual.",1.0,The patrolman searched the vehicle for any contraband during the routine traffic stop.,1.0,6.3,1.0
search,patrolman,ARG1,The patrolman searched the abandoned warehouse for any signs of illegal activity.,1.0,"After the report of a missing child, the patrolman searched the nearby park thoroughly.",1.0,The patrolman searched the suspect's vehicle for any contraband during the traffic stop.,1.0,"During the night shift, the patrolman searched the dark alleys for any suspicious individuals.",1.0,"Following the burglary report, the patrolman searched the neighborhood, questioning residents and looking for evidence.",1.0,1.4,1.0
search,prisoner,ARG0,The prisoner searched the cell for a hidden escape tool.,1.0,The prisoner searched the library for books on law to appeal his case.,1.0,The prisoner searched the yard for a place to hide from the guards.,1.0,The prisoner searched his memory for any detail that could prove his innocence.,1.0,The prisoner searched the cafeteria for someone who would listen to his story.,1.0,1.7,1.0
search,prisoner,ARG1,The police search the prisoner for hidden contraband.,1.0,Authorities search the prisoner before transferring him to another facility.,1.0,"During the riot, guards had to search the prisoner for any stolen keys.",1.0,,0.5,"After the altercation, officers search the prisoner for any concealed weapons.",1.0,6.2,0.9
search,room,ARG0,,0.1,,0.1,,0.1,,0.1,,0.1,1.1,0.1
search,room,ARG1,The detective will search the room for clues.,1.0,We must search the room before we leave.,1.0,Can you search the room for my lost keys?,1.0,They had to search the room to find the hidden documents.,1.0,I will search the room for any signs of disturbance.,1.0,6,1.0
search,thief,ARG0,The thief searched the mansion for hidden treasures.,1.0,"In the dead of night, the thief searched the museum for the priceless painting.",1.0,"Under the cloak of darkness, the thief searched the alleyways for an easy mark.",1.0,"With a sense of urgency, the thief searched the crowd for his next victim.",1.0,The thief searched the wealthy neighborhood for an unlocked door.,1.0,5.7,1.0
search,thief,ARG1,The police search the thief for hidden weapons.,1.0,,1.0,,1.0,Security teams search the thief before bringing him into the courtroom.,1.0,,1.0,6.1,1.0
seat,artist,ARG0,The artist seats the audience with a welcoming gesture.,1.0,The artist seats her models carefully before starting to paint.,1.0,"The artist seats himself in front of the canvas, ready to work.",1.0,The artist seats the critics in the front row of the gallery.,1.0,The artist seats the children in a circle for the art class.,1.0,3.1,1.0
seat,artist,ARG1,The theater will seat the artist in the front row for the premiere.,1.0,The gallery decided to seat the artist among the guests of honor at the banquet.,1.0,The conference organizers will seat the artist next to the keynote speaker during the dinner.,1.0,The ceremony will seat the artist in a place of prominence for her contributions to the community.,1.0,The restaurant agreed to seat the artist by the window for the best view during the interview.,1.0,3.7,1.0
seat,boyfriend,ARG0,My boyfriend seats guests at the restaurant where he works.,1.0,Her boyfriend seats the audience before the play begins.,1.0,Their boyfriend seats visitors at the gallery for the new exhibit.,1.0,Your boyfriend seats participants at the conference.,1.0,,0.2,5,0.84
seat,boyfriend,ARG1,The restaurant will seat my boyfriend by the window.,1.0,Can you seat my boyfriend at the piano?,1.0,They had to seat my boyfriend in the last row due to the full house.,1.0,Please seat my boyfriend in the VIP section.,1.0,The hostess will seat my boyfriend upon arrival.,1.0,4.1,1.0
seat,custodian,ARG0,The custodian seats the audience before the play begins.,1.0,The custodian seats the guests at the school assembly.,1.0,The custodian seats the visitors during the open house.,1.0,The custodian seats the participants in the meeting room.,1.0,The custodian seats the children in the cafeteria for lunch.,1.0,2,1.0
seat,custodian,ARG1,The custodian seats the guests at the ceremony.,1.0,The custodian seats the audience before the play begins.,1.0,The custodian seats the visitors in the conference room.,1.0,The custodian seats the children in the school auditorium.,1.0,The custodian seats the participants in the meeting hall.,1.0,1.7,1.0
seat,guest,ARG0,,0.0,,0.0,The guest moved to seat himself at the head of the table.,1.0,,0.0,,0.0,2.7,0.2
seat,guest,ARG1,The restaurant will seat the guest at the window table.,1.0,Please seat the guest in the VIP section.,1.0,They had to seat the guest at a different table because of the mix-up.,1.0,Can you seat the guest by the fireplace for a cozy dinner?,1.0,We always seat the guest with special dietary needs near the kitchen.,1.0,6.5,1.0
see,exhibit,ARG0,,0.0,,0.0,,0.0,,0.0,,0.0,1.2,0.0
see,exhibit,ARG1,I see the exhibit on ancient Egypt next week.,1.0,They see the exhibit as a major breakthrough in art presentation.,1.0,We will see the exhibit before it closes.,1.0,Can you see the exhibit from where you are standing?,1.0,She hopes to see the exhibit before she leaves the city.,1.0,6.8,1.0
see,truck,ARG0,,0.0,,0.0,,0.0,,0.0,,0.0,1.1,0.0
see,truck,ARG1,The truck was seen by hundreds as it broke the speed record.,1.0,A truck was seen abandoned at the side of the highway.,1.0,The truck was seen carrying an oversized load through the city center.,1.0,"That truck was seen in multiple locations across the state, sparking a mystery.",1.0,The truck was seen making its usual delivery rounds in the neighborhood.,1.0,6.1,1.0
see,voyeur,ARG0,The voyeur sees everything from his hidden vantage point.,1.0,A voyeur often sees what others miss in plain sight.,1.0,"In the dimly lit streets, the voyeur sees without being seen.",1.0,"Through the lens of his camera, the voyeur sees moments most private.",1.0,The voyeur sees the world through a lens of curiosity and secrecy.,1.0,5.8,1.0
see,voyeur,ARG1,The voyeur sees everything without being noticed.,1.0,A voyeur often sees what they shouldn't.,1.0,"In the darkness, the voyeur sees the secrets of the night.",1.0,"Through the window, the voyeur sees a world unknown to others.",1.0,"The voyeur sees the intimate moments, hidden from the public eye.",1.0,2.9,1.0
see,worm,ARG0,The worm saw the early bird and quickly burrowed underground.,1.0,"In the garden, the worm saw a robin approaching and hid beneath a leaf.",1.0,"During the rain, the worm saw an opportunity to cross the sidewalk without drying out.",1.0,The worm saw the gardener's shovel coming down and narrowly escaped being cut in half.,1.0,"At dawn, the worm saw the sun rising and decided it was time to retreat into the soil.",1.0,2.4,1.0
see,worm,ARG1,The worm sees the early bird and quickly burrows into the ground.,1.0,"In the garden, the worm sees a robin approaching and hides beneath a leaf.",1.0,"During the rain, the worm sees an opportunity to surface without the threat of predators.",1.0,The worm sees the gardener's shovel and narrowly escapes being cut in half.,1.0,"At night, the worm sees the moist soil as a perfect time to venture out and explore.",1.0,4.3,1.0
select,contestant,ARG0,,0.5,,0.5,,0.5,,0.5,,0.5,5.7,0.5
select,contestant,ARG1,The judges will select a contestant for the final round.,1.0,We must select a contestant who embodies the spirit of the competition.,1.0,Can you select a contestant from the list provided?,1.0,They didn't select a contestant who had prior experience.,1.0,The system automatically selects a contestant based on their scores.,1.0,5.2,1.0
select,contractor,ARG0,The contractor selected the best materials for the construction project.,1.0,"After careful consideration, the contractor selected a new team of skilled workers.",1.0,The contractor selected a modern design for the client's new home.,1.0,"For the renovation project, the contractor selected a reputable supplier for all the necessary equipment.",1.0,The contractor selected an efficient workflow to ensure the project's timely completion.,1.0,5.1,1.0
select,contractor,ARG1,The company will select a contractor for the new building project.,1.0,"After careful consideration, we decided to select this contractor based on their impressive portfolio.",1.0,"To ensure quality work, it's crucial to select the right contractor for the job.",1.0,They had to select a contractor who could complete the work within the tight deadline.,1.0,"Before starting the renovation, you should select a contractor who understands your vision.",1.0,5,1.0
select,gourmet,ARG0,The gourmet selected the finest ingredients for the meal.,1.0,A gourmet selected the most exclusive restaurant for dinner.,1.0,The gourmet selected a rare vintage wine to complement the cheese.,1.0,Gourmets select their cooking utensils with great care to ensure the best flavors.,1.0,The gourmet selected a unique blend of spices for the new recipe.,1.0,4.3,1.0
select,gourmet,ARG1,The committee will select a gourmet to judge the cooking competition.,1.0,They must select a gourmet who appreciates fine dining for the restaurant review.,1.0,The event organizers decided to select a gourmet to curate the menu.,1.0,"To ensure the success of the festival, we need to select a gourmet with a keen palate.",1.0,The magazine editor agreed to select a gourmet to write a column on international cuisines.,1.0,3.8,1.0
select,obstetrician,ARG0,The obstetrician selects the best prenatal vitamins for her patients.,1.0,An obstetrician selects the most appropriate delivery method based on the patient's health.,1.0,The obstetrician selects a team of nurses and midwives for the delivery room.,1.0,"After reviewing the latest research, the obstetrician selects a new protocol for managing labor pain.",1.0,The obstetrician selects the date for the scheduled C-section based on the baby's development.,1.0,4.2,1.0
select,obstetrician,ARG1,The couple carefully selected an obstetrician who shared their values and preferences for the birth process.,1.0,"After researching for weeks, they finally selected an obstetrician who was highly recommended by friends and family.",1.0,"Given their unique health situation, it was crucial for them to select an obstetrician with specific expertise.",1.0,They wanted a natural birth and selected an obstetrician known for supporting such choices.,1.0,"Before moving to the city, they made sure to select an obstetrician who was part of a reputable hospital network.",1.0,4.6,1.0
select,recipe,ARG0,,0.0,,0.0,,0.0,,0.0,,0.0,2.2,0.0
select,recipe,ARG1,The chef will select a recipe for the dinner party.,1.0,I need to select a recipe for the baking competition.,1.0,Can you help me select a recipe for the holiday meal?,1.0,She had to select a recipe that would impress her guests.,1.0,"Before going to the grocery store, they always select a recipe for the week's meals.",1.0,4.4,1.0
select,secretary,ARG0,,0.5,,0.5,,0.5,,0.5,,0.5,4.6,0.5
select,secretary,ARG1,The committee will select a new secretary next week.,1.0,,0.1,We must select a secretary who is both efficient and trustworthy.,1.0,Can you select a secretary from the list of candidates by tomorrow?,1.0,It's crucial that we select a secretary who understands our organization's needs.,1.0,3.9,0.82
send,assistant,ARG0,The assistant sent the urgent documents to the manager right away.,1.0,"Every morning, the assistant sends a summary of daily appointments to the CEO.",1.0,The assistant sent a request for more office supplies to the procurement department.,1.0,"After the meeting, the assistant sent the minutes to all attendees.",1.0,The assistant sent the client's feedback to the development team for review.,1.0,5.3,1.0
send,assistant,ARG1,The company will send the assistant to the international conference next month.,1.0,We must send the assistant to retrieve the important documents from the archive.,1.0,Can you send the assistant to pick up the coffee order for the meeting?,1.0,They decided to send the assistant on a training course to improve her skills.,1.0,Please send the assistant to the new branch to help set up the office.,1.0,3.4,1.0
send,child,ARG0,,0.5,,0.5,,0.5,,0.5,,0.5,2.1,0.5
send,child,ARG1,They decided to send the child to a prestigious summer camp.,1.0,The community center will send the child on a scholarship to study abroad.,1.0,"After much deliberation, the parents agreed to send the child to a boarding school.",1.0,The charity organization managed to send the child to a music camp.,1.0,The government program aims to send the child to a technology workshop.,1.0,3,1.0
send,lawyer,ARG0,,0.9,,0.9,,0.9,,0.9,,0.9,5.2,0.9
send,lawyer,ARG1,The company will send a lawyer to negotiate the contract.,1.0,"After the accident, they decided to send a lawyer to handle the insurance claims.",1.0,"To ensure compliance, the government decided to send a lawyer to review the policies.",1.0,The family had to send a lawyer to the meeting to represent their interests.,1.0,,1.0,3.1,1.0
send,manager,ARG0,The manager sent an email to all employees regarding the new policy.,1.0,"After reviewing the reports, the manager sent her feedback to the team.",1.0,The manager sent a representative to the conference in her stead.,1.0,"Once the deal was finalized, the manager sent a thank you note to the client.",1.0,The manager sent out invitations for the upcoming team-building event.,1.0,5.6,1.0
send,manager,ARG1,The manager sent an urgent email to all employees regarding the new policy.,1.0,"After reviewing the reports, the manager sent her feedback to the team.",1.0,The manager sent a representative to the conference in her stead.,1.0,"Once the deal was finalized, the manager sent a thank you note to the client.",1.0,The manager sent a request for additional resources to the head office.,1.0,2.9,1.0
send,package,ARG0,,0.0,,0.0,,0.0,,0.0,,0.0,1.6,0.0
send,package,ARG1,The company will send the package by overnight delivery.,1.0,I need to send the package before the post office closes.,1.0,Can you send the package to my new address?,1.0,"They forgot to send the package, so it arrived late.",1.0,Please ensure to send the package with all the required documents inside.,1.0,6.2,1.0
sentence,chef,ARG0,,0.1,,0.1,,0.1,"After the food critic's harsh review, the chef jokingly sentenced him to a lifetime ban from the restaurant.",1.0,,0.1,1.2,0.28
sentence,chef,ARG1,The chef sentences the undercooked steak to another round on the grill.,1.0,,1.0,,1.0,,1.0,,1.0,1.7,1.0
sentence,criminal,ARG0,,0.1,,0.1,,0.1,,0.1,,0.1,1.3,0.1
sentence,criminal,ARG1,The court will sentence the criminal to ten years in prison.,1.0,They plan to sentence the criminal to community service as part of his rehabilitation.,1.0,Authorities are determined to sentence the criminal to the maximum penalty allowed.,1.0,The judge decided to sentence the criminal to life without parole.,1.0,"After the trial, they will sentence the criminal to a period of supervised release.",1.0,6.7,1.0
sentence,defendant,ARG0,,0.0,,0.0,,0.0,,0.0,,0.0,1.2,0.0
sentence,defendant,ARG1,,1.0,"After a lengthy trial, the defendant was sentenced to community service.",1.0,The judge sentenced the defendant to life imprisonment without the possibility of parole.,1.0,"In a surprising turn of events, the defendant was sentenced to probation instead of jail time.",1.0,"The defendant, found guilty of fraud, was sentenced to pay a hefty fine.",1.0,6.4,1.0
sentence,judge,ARG0,The judge sentenced the defendant to ten years in prison.,1.0,"After careful consideration, the judge sentenced the criminal to community service.",1.0,"In a landmark case, the judge sentenced the corporation to pay a hefty fine.",1.0,The judge sentenced the repeat offender to life without parole.,1.0,"For the minor infraction, the judge sentenced the individual to a week of jail time.",1.0,6.9,1.0
